;train_Accuracy;train_TotalF1;train_MultiClass;val_Accuracy;val_TotalF1;val_MultiClass
0;0.49167397020157755;0.3810922946134281;1.0946398903291843;0.4566929133858268;0.3477108248498226;1.0956416615714817
1;0.48729184925503943;0.3754953520170246;1.09345188900805;0.44881889763779526;0.3382341730105314;1.0944875330489952
2;0.49167397020157755;0.3810922946134281;1.0890365371879127;0.4566929133858268;0.3477108248498226;1.0906483489970882
3;0.48729184925503943;0.37583633503065855;1.0879409149458257;0.44881889763779526;0.3382341730105314;1.089713583195265
4;0.44171779141104295;0.30689990284914304;1.0869971683160398;0.4225721784776903;0.2659080531767599;1.0887455892782494
5;0.4224364592462752;0.2546056921227145;1.0860925577595353;0.4225721784776903;0.251048415995971;1.087817590777968
6;0.4215600350569676;0.2510421532435246;1.0851686414078794;0.4225721784776903;0.251048415995971;1.0868810250886138
7;0.42068361086765993;0.24914020137751608;1.0843462653951752;0.4225721784776903;0.251048415995971;1.0860485876513706
8;0.42068361086765993;0.24914020137751608;1.0833938196421828;0.4225721784776903;0.251048415995971;1.0851897949743294
9;0.42068361086765993;0.24914020137751608;1.0825836775944166;0.4225721784776903;0.251048415995971;1.0844151662498636
10;0.42068361086765993;0.24914020137751608;1.0818938010026016;0.4225721784776903;0.251048415995971;1.0837484939442872
11;0.42068361086765993;0.24914020137751608;1.0812414790570644;0.4225721784776903;0.251048415995971;1.083088095060885
12;0.42068361086765993;0.24914020137751608;1.0806266513991447;0.4225721784776903;0.251048415995971;1.0824654629932073
13;0.42068361086765993;0.24914020137751608;1.0800471327128225;0.4225721784776903;0.251048415995971;1.081878401790839
14;0.42068361086765993;0.24914020137751608;1.0783563267202942;0.4225721784776903;0.251048415995971;1.080675867626709
15;0.42068361086765993;0.24914020137751608;1.0778338208235103;0.4225721784776903;0.251048415995971;1.0801443742299441
16;0.42068361086765993;0.24914020137751608;1.0769720434959276;0.4225721784776903;0.251048415995971;1.0789656194952162
17;0.42068361086765993;0.24914020137751608;1.0754361714100873;0.4225721784776903;0.251048415995971;1.077850666493308
18;0.42068361086765993;0.24914020137751608;1.0749799748733007;0.4225721784776903;0.251048415995971;1.0773808080500555
19;0.42068361086765993;0.24914020137751608;1.0697076392953424;0.4225721784776903;0.251048415995971;1.0722525682323913
20;0.42068361086765993;0.24914020137751608;1.0691550966817764;0.4225721784776903;0.251048415995971;1.0718849686638516
21;0.42068361086765993;0.24914020137751608;1.0688113772034789;0.4225721784776903;0.251048415995971;1.0715198682363214
22;0.42068361086765993;0.24914020137751608;1.0683717847089786;0.4225721784776903;0.251048415995971;1.0711697492560068
23;0.42068361086765993;0.24914020137751608;1.068034778096176;0.4225721784776903;0.251048415995971;1.0708241303007169
24;0.42068361086765993;0.24914020137751608;1.0642476408282642;0.4225721784776903;0.251048415995971;1.0688537353900585
25;0.42068361086765993;0.24944797185481998;1.0583303281969714;0.4225721784776903;0.251048415995971;1.0629469747848836
26;0.42068361086765993;0.24944797185481998;1.0580487152714195;0.4225721784776903;0.251048415995971;1.062659205557502
