;objective;colsample_bytree;early_stopping_rounds;enable_categorical;eval_metric;learning_rate;max_depth;n_estimators;n_jobs;random_state;reg_alpha;reg_lambda;subsample;num_class
0;multi:softprob;0.6;300;False;mlogloss;0.01;5;1500;-1;2026;4;10;0.6;3
