;missing in:;chi2:;p_value;category
1429;myo3a_mut;83.47588091551195;7.7284972644002e-06;foxo3_mut
3935;hdac9_mut;105.3426494147114;8.00063682775056e-06;arid1b_mut
2629;nek1_mut;75.56097131526738;8.414886626026112e-06;l1cam_mut
1700;gldc_mut;107.91032684198979;8.64195905918665e-06;ros1_mut
2010;kdm3a_mut;87.60586258401794;8.646040579915284e-06;erbb3_mut
1611;ptprm_mut;50.8272586382185;8.813917448339957e-06;fbxw7_mut
2830;type_of_breast_surgery;28.63724276276868;9.26235511767041e-06;cohort
3500;tumor_size;94.69153736981758;9.378099165191469e-06;alk_mut
3351;ptpn22_mut;94.69153736981758;9.378099165191469e-06;alk_mut
3505;tumor_size;94.66140319053179;9.460606813952938e-06;apc_mut
3356;ptpn22_mut;94.66140319053179;9.460606813952938e-06;apc_mut
2725;sik1_mut;157.89439528023593;9.563792987455014e-06;arid1a_mut
1398;myo3a_mut;125.62069500435356;9.636260976975764e-06;myh9_mut
1101;fanca_mut;122.84899990295457;9.689726939871027e-06;runx1_mut
3056;stk11_mut;90.16988387648956;9.734477885175187e-06;pik3r1_mut
3208;sik2_mut;90.14868423593397;9.795853164056054e-06;ctcf_mut
6756;nr3c1_mut;104.61077397452367;9.80990071737152e-06;lamb3_mut
3210;sik2_mut;90.1275301125884;9.857472941415342e-06;fancd2_mut
1761;gldc_mut;53.749528209102;1.0860091265029575e-05;ttyh1_mut
6579;ccnd3_mut;211.20770188027663;1.1227275810769691e-05;ryr2_mut
1383;myo3a_mut;167.6550086582596;1.1277784624594225e-05;tbx3_mut
3029;stk11_mut;134.41715401198417;1.1583633854368955e-05;pten_mut
5393;prr16_mut;172.720987245734;1.1614183899138408e-05;birc6_mut
5989;magea8_mut;172.720987245734;1.1614183899138408e-05;birc6_mut
3783;taf4b_mut;105.38810354455151;1.1714721270077796e-05;map2k4_mut
5245;clrn2_mut;158.3185607722684;1.1745171426688652e-05;utrn_mut
3941;hdac9_mut;105.29744098287047;1.2010245380648013e-05;setd2_mut
1427;myo3a_mut;83.5218557717692;1.2075347155365033e-05;ctnna3_mut
1709;gldc_mut;96.60400997942199;1.245175705906497e-05;setd1a_mut
2869;type_of_breast_surgery;172.3467411281924;1.2611371681495098e-05;birc6_mut
2722;sik1_mut;157.96601097283545;1.2732199366581506e-05;utrn_mut
2773;sik1_mut;78.76863958736298;1.3025703667031e-05;arid2_mut
1762;gldc_mut;42.52630765096123;1.312823721015477e-05;or6a2_mut
6872;tbl1xr1_mut;237.74386306564864;1.352834727075442e-05;dnah11_mut
1102;fanca_mut;122.82572121426429;1.3872128450568848e-05;nf1_mut
3348;ptpn22_mut;94.7419778336158;1.4038563605133316e-05;afdn_mut
3497;tumor_size;94.7419778336158;1.4038563605133316e-05;afdn_mut
2185;er_status_measured_by_ihc;62.909631139924706;1.4349909181779595e-05;jak1_mut
6267;nt5e_mut;244.82384255712483;1.441606674385684e-05;pik3ca_mut
1511;ptprm_mut;462.43032839823513;1.466473554097965e-05;tp53_mut
4063;prkacg_mut;166.46298211689228;1.4707389245381171e-05;tbx3_mut
3165;sik2_mut;180.64169074598388;1.4766306522835851e-05;akap9_mut
3206;sik2_mut;90.16988387648956;1.4971664719698294e-05;asxl2_mut
411;primary_tumor_laterality;59.533370160519596;1.5023126289301018e-05;prkcq_mut
410;primary_tumor_laterality;59.533370160519596;1.5023126289301018e-05;casp8_mut
1361;myo3a_mut;244.4721881730572;1.5388914547325886e-05;pik3ca_mut
2332;fam20c_mut;67.44433648194463;1.551111935888562e-05;pbrm1_mut
6584;ccnd3_mut;173.9095332605051;1.5760058487716503e-05;tg_mut
1616;ptprm_mut;50.769926154309694;1.727156355873139e-05;foxp1_mut
3933;hdac9_mut;105.35172052088342;1.737351097251472e-05;ros1_mut
1670;gldc_mut;205.21908389883225;1.749360642330585e-05;dnah2_mut
1378;myo3a_mut;168.0395840030606;1.8387390929811128e-05;pde4dip_mut
6578;ccnd3_mut;211.22512996197108;1.845131032477755e-05;ush2a_mut
1897;sbno1_mut;58.90462129478086;1.8681340794761548e-05;smad4_mut
2046;kdm3a_mut;58.90462129478086;1.8681340794761548e-05;smad4_mut
2049;kdm3a_mut;58.888175502210586;1.87878915150979e-05;smarcc1_mut
1900;sbno1_mut;58.888175502210586;1.87878915150979e-05;smarcc1_mut
1898;sbno1_mut;58.88817550221058;1.8787891515097973e-05;casp8_mut
619;cellularity;349.4283820041006;1.888445797837887e-05;ahnak2_mut
3452;tumor_size;284.7178142337648;1.922440883369888e-05;map3k1_mut
1100;fanca_mut;122.89563347898878;1.9247395775542185e-05;myh9_mut
3756;taf4b_mut;210.8915507837182;1.970192257088277e-05;ush2a_mut
3895;hdac9_mut;349.1149222647007;1.9826560680766395e-05;ahnak2_mut
5839;agtr2_mut;172.75887401044776;2.020350747292113e-05;tg_mut
5690;ctnna1_mut;172.75887401044773;2.0203507472921134e-05;tg_mut
5392;prr16_mut;172.75887401044773;2.0203507472921134e-05;tg_mut
1763;gldc_mut;53.731507937453564;2.0204581288592054e-05;map3k13_mut
2254;fam20c_mut;242.81280038177354;2.0900191991662765e-05;pik3ca_mut
1150;fanca_mut;60.187999713962576;2.096138607791448e-05;agmo_mut
3495;tumor_size;94.76223032021481;2.0965209371806445e-05;setd1a_mut
2480;npnt_mut;72.64606701248012;2.128281884224627e-05;l1cam_mut
2622;nek1_mut;75.61170990372052;2.1706665460650975e-05;brca2_mut
3016;stk11_mut;178.74349303693407;2.2090780822981827e-05;akap9_mut
3203;sik2_mut;90.18050081165481;2.2678105716419118e-05;adgra2_mut
846;ep300_mut;69.30556586437181;2.325591612193644e-05;setdb1_mut
2174;er_status_measured_by_ihc;63.033430763359306;2.354033321858128e-05;usp28_mut
5228;clrn2_mut;316.8311664198031;2.4662870273441794e-05;kmt2c_mut
2193;er_status_measured_by_ihc;62.84812643338859;2.5037501797376798e-05;zfp36l1_mut
3645;flt3_mut;99.73723451055929;2.540188030147244e-05;thsd7a_mut
3000;stk11_mut;406.18893930327636;2.5411155932783922e-05;muc16_mut
2145;er_status_measured_by_ihc;102.5386247609031;2.5426227316167558e-05;map2k4_mut
3938;hdac9_mut;105.3245366699565;2.5450049398779272e-05;shank2_mut
2108;er_status_measured_by_ihc;347.49022705392656;2.547943798582528e-05;ahnak2_mut
1824;sbno1_mut;177.6612983175483;2.7725267271442804e-05;herc2_mut
4228;large1_mut;118.58781693067937;2.8705878297649728e-05;runx1_mut
4366;tumor_other_histologic_subtype;126.5702389023556;2.9470751490139374e-05;col22a1_mut
4512;oncotree_code;126.5702389023556;2.9470751490139374e-05;col22a1_mut
4658;cancer_type_detailed;126.5702389023556;2.9470751490139374e-05;col22a1_mut
1557;ptprm_mut;101.97508453893172;2.957770315946482e-05;ptprd_mut
2002;kdm3a_mut;59.15565790461962;2.9770364502811294e-05;sf3b1_mut
3617;flt3_mut;148.8279719436899;3.090317130338355e-05;col6a3_mut
5972;magea8_mut;345.981895833893;3.208919563471163e-05;ahnak2_mut
2769;sik1_mut;78.79297462298965;3.2101975302028385e-05;foxo3_mut
2907;type_of_breast_surgery;86.07065450768404;3.222056592147334e-05;pik3r1_mut
2044;kdm3a_mut;58.92108459218623;3.222855673188192e-05;agmo_mut
2910;type_of_breast_surgery;86.04833244052617;3.242788339923961e-05;ctcf_mut
2911;type_of_breast_surgery;86.03718938927847;3.253185962234661e-05;asxl1_mut
883;ep300_mut;34.5033940748136;3.2921289037382616e-05;prkg1_mut
6501;braf_mut;62.00885916456216;3.3067592725216646e-05;smarcc2_mut
3202;sik2_mut;90.18050081165478;3.405028222383464e-05;alk_mut
3058;stk11_mut;90.14868423593398;3.4355849205344735e-05;apc_mut
3207;sik2_mut;90.14868423593398;3.4355849205344735e-05;apc_mut
836;ep300_mut;69.47338902538903;3.57811904613207e-05;cacna2d3_mut
838;ep300_mut;69.44534375101985;3.609735618292906e-05;aff2_mut
3636;flt3_mut;99.8044198676805;3.640809066573762e-05;lamb3_mut
2983;stk11_mut;23.20177878015468;3.6655040526414114e-05;her2_status_measured_by_snp6
2265;fam20c_mut;201.29083204275096;3.79574075553384e-05;dnah2_mut
1089;fanca_mut;142.67829477128794;3.8117517282529624e-05;notch1_mut
920;myo1a_mut;199.89401652464238;3.9081169340739226e-05;gata3_mut
1696;gldc_mut;119.99621095561804;3.956132266361194e-05;myh9_mut
5878;agtr2_mut;85.34951397646867;3.961539129948867e-05;pik3r1_mut
956;myo1a_mut;99.23492124793955;4.2389567876648026e-05;lamb3_mut
918;myo1a_mut;313.0902879263072;4.46722171624174e-05;kmt2c_mut
1996;kdm3a_mut;118.15242165242165;4.472566182646602e-05;nf1_mut
5764;ctnna1_mut;56.223860955289005;4.678430042845371e-05;palld_mut
1518;ptprm_mut;229.52231717523628;4.923916570565846e-05;ahnak_mut
3605;flt3_mut;199.92743935761365;4.941117267544685e-05;dnah2_mut
3050;stk11_mut;90.23375737526007;4.97992233348018e-05;afdn_mut
3606;flt3_mut;199.83289434904682;5.0318056768536054e-05;kmt2d_mut
1099;fanca_mut;122.98920659219031;5.069386727107261e-05;stab2_mut
634;cellularity;174.62291731014727;5.195719542006474e-05;akap9_mut
464;neoplasm_histologic_grade;16.32802716178658;5.3270227030212416e-05;radio_therapy
3643;flt3_mut;99.75637844629497;5.3290882839697634e-05;setd2_mut
811;ep300_mut;102.4072239429467;5.4763772934796934e-05;shank2_mut
6346;nt5e_mut;62.01326209501596;5.488653691455816e-05;chd1_mut
4227;large1_mut;118.60387250686566;5.558443631430877e-05;myh9_mut
359;primary_tumor_laterality;117.22795341356844;5.6091185511399044e-05;nf1_mut
4802;ppp2r2a_mut;146.11782158240246;5.657659440006299e-05;lama2_mut
1614;ptprm_mut;50.80812754425954;5.6919617841537326e-05;map3k13_mut
1384;myo3a_mut;145.89791311238673;5.938790561887095e-05;col6a3_mut
1386;myo3a_mut;145.8533430774788;5.997385670844994e-05;lama2_mut
3450;tumor_size;285.0492386147767;6.024607401787989e-05;syne1_mut
3301;ptpn22_mut;285.04923861477675;6.0246074017883286e-05;syne1_mut
1994;kdm3a_mut;118.20097360359225;6.128705236360146e-05;myh9_mut
503;neoplasm_histologic_grade;130.08057421510455;6.188162455921282e-05;ncor1_mut
1758;gldc_mut;53.767567610550486;6.262016751648528e-05;brip1_mut
1423;myo3a_mut;83.6141017776645;6.480304230854702e-05;asxl1_mut
1424;myo3a_mut;83.59100314011745;6.522571104176224e-05;fancd2_mut
467;neoplasm_histologic_grade;19.229842745401378;6.672563322145285e-05;death_from_cancer
6421;braf_mut;284.3816393243836;6.708343275666986e-05;syne1_mut
3181;sik2_mut;119.1176656906692;6.775470552284905e-05;thada_mut
882;ep300_mut;34.5317948994401;7.20427009866026e-05;akt2_mut
3197;sik2_mut;90.25514056168443;7.267696439930483e-05;setd1a_mut
1127;fanca_mut;81.74771613440242;7.33675274279037e-05;taf1_mut
6724;nr3c1_mut;211.3719831844129;7.384525471699543e-05;cdh1_mut
5836;agtr2_mut;172.83554351066243;7.466651946715734e-05;herc2_mut
5687;ctnna1_mut;172.83554351066235;7.466651946715956e-05;herc2_mut
1469;myo3a_mut;41.636062044950926;7.509185931218596e-05;prkcz_mut
5838;agtr2_mut;172.77520205813917;7.557936635884443e-05;akap9_mut
5987;magea8_mut;172.77520205813917;7.557936635884443e-05;akap9_mut
5540;dtwd2_mut;172.7752020581392;7.55793663588487e-05;akap9_mut
4224;large1_mut;118.65225014611336;7.574200014321414e-05;thada_mut
1471;myo3a_mut;41.61258767176677;7.575634129231377e-05;prkce_mut
793;ep300_mut;139.56166634954516;7.678883414767614e-05;ncor2_mut
1025;myo1a_mut;39.79991806305977;7.761892212823205e-05;gh1_mut
3333;ptpn22_mut;117.05708716002795;8.072352754509217e-05;myh9_mut
2620;nek1_mut;75.6371606839029;8.137855017492727e-05;foxo3_mut
1842;sbno1_mut;118.29855585028001;8.241123912956495e-05;thada_mut
2561;nek1_mut;227.7904603404774;8.334018348551956e-05;dnah11_mut
2138;er_status_measured_by_ihc;126.15582079706026;8.356389592846683e-05;atr_mut
5097;ldlrap1_mut;158.31261420457724;8.49318135298421e-05;tbx3_mut
5246;clrn2_mut;158.31261420457716;8.493181352984225e-05;tbx3_mut
4800;ppp2r2a_mut;144.25379505019214;8.510408203206954e-05;col6a3_mut
3393;ptpn22_mut;46.33804528843953;8.630831240388144e-05;gps2_mut
955;myo1a_mut;99.25855715056852;8.66973965020514e-05;ros1_mut
2267;fam20c_mut;203.06557862246848;8.777151960158041e-05;ush2a_mut
2042;kdm3a_mut;58.95406381341383;8.960820452510575e-05;smarcc2_mut
2712;sik1_mut;196.75990845645612;9.023055572514728e-05;dnah2_mut
2723;sik1_mut;157.95404192382273;9.150762170735151e-05;tbx3_mut
2101;er_status_measured_by_ihc;15.270937600219838;9.31385425595095e-05;radio_therapy
1675;gldc_mut;171.6717670479468;9.428699003367442e-05;herc2_mut
3344;ptpn22_mut;94.77237298444943;9.552098825820946e-05;usp9x_mut
3347;ptpn22_mut;94.75209860918135;9.602791622302279e-05;thsd7a_mut
1604;ptprm_mut;50.90398642813155;9.636406997625961e-05;dcaf4l2_mut
1606;ptprm_mut;50.865581785543625;9.76360949007536e-05;cdkn1b_mut
1064;fanca_mut;448.0331779623133;9.854906586889398e-05;tp53_mut
1610;ptprm_mut;50.8272586382185;9.892173512828572e-05;nrg3_mut
1819;sbno1_mut;196.22646811358325;9.971529175062583e-05;dnah2_mut
2082;er_status_measured_by_ihc;15.12861450203231;0.00010042946210641688;cancer_type
1749;gldc_mut;53.821800898796745;0.00010477118083448542;casp8_mut
1124;fanca_mut;81.81873351884958;0.0001069872232611608;ctcf_mut
1679;gldc_mut;162.18047974255876;0.00010847965043427183;birc6_mut
6557;ccnd3_mut;409.2097893842864;0.0001126038767856976;nottingham_prognostic_index
2596;nek1_mut;75.92075903078847;0.00011354364814596914;erbb2_mut
5077;ldlrap1_mut;395.3025560226904;0.00011428017809816028;muc16_mut
4044;prkacg_mut;337.18669683309093;0.00011788714806276995;ahnak2_mut
2618;nek1_mut;75.66266602095592;0.00012221054915527367;ctnna3_mut
2103;er_status_measured_by_ihc;23.039887784858756;0.00012432381210027315;tumor_stage
6282;nt5e_mut;190.10181993273278;0.00012474438706349878;dnah5_mut
1667;gldc_mut;224.0749507559994;0.00012905870964874356;ahnak_mut
3311;ptpn22_mut;189.80047447197026;0.00013198107206130965;dnah5_mut
2888;type_of_breast_surgery;113.56131631583283;0.0001353007306640841;nf1_mut
2850;type_of_breast_surgery;445.3461717025575;0.00013814789488551528;tp53_mut
4943;nf2_mut;158.4146114916187;0.00013975918664910217;pde4dip_mut
4226;large1_mut;118.6360889992679;0.00014134512021557878;stab2_mut
2041;kdm3a_mut;58.95406381341383;0.00014547576611377238;map3k10_mut
1022;myo1a_mut;39.84907523043386;0.00014618270111024082;prkcz_mut
1024;myo1a_mut;39.824483649082254;0.0001475192655336826;prkce_mut
1368;myo3a_mut;272.2703391497331;0.0001480350903022431;map3k1_mut
450;neoplasm_histologic_grade;22.655616005804674;0.00014834788338024494;cohort
4079;prkacg_mut;111.62169035520536;0.00015660833635873609;runx1_mut
3153;sik2_mut;192.54333202825725;0.0001571674368385982;gata3_mut
3470;tumor_size;141.33536140951298;0.00015920377926395638;lama2_mut
1443;myo3a_mut;61.62530292771394;0.00016087451693046196;arid5b_mut
6309;nt5e_mut;94.05300023179748;0.00016352905566939679;lamb3_mut
1396;myo3a_mut;125.73476512826787;0.00016619291170463313;ncor1_mut
1096;fanca_mut;123.03614679922327;0.0001702164573521118;atr_mut
2186;er_status_measured_by_ihc;62.90963113992473;0.00017082617728354134;setdb1_mut
976;myo1a_mut;80.05435925082361;0.00017371221687554003;asxl1_mut
353;primary_tumor_laterality;122.93930001020436;0.00017396184777191063;atr_mut
1678;gldc_mut;162.30397589605164;0.0001749647151946106;tg_mut
1202;mutation_count;34.07607710133162;0.00017929682971257456;integrative_cluster
2147;er_status_measured_by_ihc;93.64452488722685;0.0001814008250892806;lamb3_mut
3485;tumor_size;94.87440598172252;0.0001871321532187908;map2k4_mut
153;3-gene_classifier_subtype;26.380208696618418;0.00018910504991747007;pam50_+_claudin-low_subtype
2280;fam20c_mut;135.40192899515694;0.0001900613410455871;notch1_mut
3492;tumor_size;94.77237298444946;0.00019199369063125407;ptprd_mut
3494;tumor_size;94.77237298444943;0.00019199369063125423;setd2_mut
368;primary_tumor_laterality;92.01473070442785;0.0001944534549840372;usp9x_mut
1366;myo3a_mut;277.2631164851996;0.00020449815212284574;syne1_mut
633;cellularity;156.50599257712358;0.00020505121084013914;pde4dip_mut
557;neoplasm_histologic_grade;51.770964311891575;0.00020579770304789748;smad4_mut
1584;ptprm_mut;66.5988699083988;0.00020989762374537034;lifr_mut
688;cellularity;69.47338902538901;0.000210095153287127;arid2_mut
6456;braf_mut;94.07583490197881;0.00022857472792798901;map2k4_mut
933;myo1a_mut;160.8592486139454;0.0002323750909585786;tg_mut
5095;ldlrap1_mut;158.34839288564493;0.0002333670822525762;birc6_mut
717;cellularity;41.83949798073936;0.00023789409937198972;fbxw7_mut
2764;sik1_mut;78.85404080203135;0.00024043220837205312;fancd2_mut
1462;myo3a_mut;41.75380750832292;0.00024521360881749244;fbxw7_mut
2324;fam20c_mut;67.50176390773409;0.00024526892930640064;brca2_mut
6019;magea8_mut;85.38998971366622;0.0002633195541251864;setd1a_mut
1603;ptprm_mut;50.90398642813155;0.00027270790241421124;palld_mut
725;cellularity;34.64569873577281;0.0002834347695357963;lipi_mut
4078;prkacg_mut;111.6388925750628;0.0002865202268421302;myh9_mut
6278;nt5e_mut;190.1916078981938;0.00029971605826830815;dnah2_mut
6427;braf_mut;190.1916078981936;0.0002997160582683173;dnah2_mut
6130;foxo1_mut;190.1414994720169;0.00030239561801780523;kmt2d_mut
6428;braf_mut;190.14149947201682;0.00030239561801780556;kmt2d_mut
1098;fanca_mut;123.01266385648168;0.000302554593618642;ncor1_mut
3598;flt3_mut;299.9867578984152;0.0003185354724602342;kmt2c_mut
1118;fanca_mut;81.88998023823041;0.0003214147191598297;alk_mut
4945;nf2_mut;158.3904378329219;0.00037415683031570253;tg_mut
3594;flt3_mut;226.07833170048093;0.0003758606234749938;pik3ca_mut
2181;er_status_measured_by_ihc;62.95593206689531;0.0003980491994073863;bap1_mut
0;tumor_stage;12.485375664601898;0.00041015022545565563;type_of_breast_surgery
3040;stk11_mut;90.31956827622804;0.0004154736588102945;lamb3_mut
3190;sik2_mut;90.31956827622805;0.0004154736588102973;arid1b_mut
1728;gldc_mut;54.05882475599291;0.0004186112116917937;usp28_mut
1466;myo3a_mut;41.70663444509597;0.0004363503809865992;rpgr_mut
1597;ptprm_mut;50.94247282621194;0.00043672572510403503;agmo_mut
4265;large1_mut;58.285038504348144;0.00044062548657230663;ncoa3_mut
4223;large1_mut;118.65225014611336;0.00044684128570473777;atr_mut
2544;nek1_mut;398.3168014983294;0.0004474550656148251;nottingham_prognostic_index
1120;fanca_mut;81.8899802382304;0.00045604730250300014;ubr5_mut
833;ep300_mut;69.52956965530842;0.00045676847310362835;foxo3_mut
3911;hdac9_mut;157.2815672737733;0.0004617500815429884;tg_mut
1839;sbno1_mut;118.33122585177378;0.0004787733717921406;pten_mut
494;neoplasm_histologic_grade;130.78944058080404;0.0004987876226559622;notch1_mut
969;myo1a_mut;80.15160794063893;0.000503088930927405;alk_mut
974;myo1a_mut;80.07863223116709;0.0005125460563948951;apc_mut
730;cellularity;34.58868661473312;0.0005443827602946087;chek2_mut
727;cellularity;34.58868661473312;0.0005443827602946087;gh1_mut
2613;nek1_mut;75.72666920421102;0.0005503713749150735;ctcf_mut
2614;nek1_mut;75.7138410688776;0.0005522123757706175;asxl1_mut
4170;large1_mut;23.838273086170272;0.0005592629476991501;pam50_+_claudin-low_subtype
3038;stk11_mut;90.37357900975165;0.0005657980586116937;map2k4_mut
6281;nt5e_mut;190.11665770279296;0.0005701783201387149;ryr2_mut
6430;braf_mut;190.1166577027929;0.0005701783201387312;ryr2_mut
6132;foxo1_mut;190.11665770279285;0.0005701783201387482;ryr2_mut
3196;sik2_mut;90.26584949261532;0.0005806086253326196;setd2_mut
1168;fanca_mut;40.79523488481227;0.0005952507306362155;rpgr_mut
3310;ptpn22_mut;189.83030752557318;0.0005986170229932848;ryr2_mut
1169;fanca_mut;40.77112575784137;0.0006001364061007339;foxp1_mut
169;3-gene_classifier_subtype;11.73808641954074;0.0006123395105132526;radio_therapy
1113;fanca_mut;82.0571207052525;0.0006137761548983188;setd1a_mut
2119;er_status_measured_by_ihc;189.54090131657932;0.0006287160311685221;ryr2_mut
3930;hdac9_mut;105.43380538082125;0.0006461810804353843;runx1_mut
831;ep300_mut;69.58587071530265;0.0006545710697020602;ctnna3_mut
4762;ppp2r2a_mut;17.14497944393486;0.0006598389729357365;her2_status_measured_by_snp6
441;primary_tumor_laterality;17.08711564323315;0.0006781760280108032;ndfip1_mut
1743;gldc_mut;53.894381623396946;0.0006857411569297845;map3k10_mut
23;tumor_stage;14.510937941249052;0.000706301067167043;death_from_cancer
971;myo1a_mut;80.15160794063893;0.0007067816248625387;ubr5_mut
1463;myo3a_mut;41.75380750832291;0.000727802690686357;ttyh1_mut
1662;gldc_mut;323.8480035548784;0.0007314722505337779;ahnak2_mut
6120;foxo1_mut;380.52071313185644;0.0007450006417226521;muc16_mut
1673;gldc_mut;188.416045799167;0.0007598062402991479;ryr2_mut
337;primary_tumor_laterality;149.63872004669656;0.0007707042650085646;pde4dip_mut
184;3-gene_classifier_subtype;184.71703703703707;0.0007738428399293155;kmt2d_mut
2611;nek1_mut;75.7523668782194;0.0007751498558327139;asxl2_mut
2897;type_of_breast_surgery;86.17170107601565;0.0008225975335849374;usp9x_mut
1843;sbno1_mut;118.28224765752118;0.0008248881488272193;ncor1_mut
5279;clrn2_mut;78.15890600500211;0.0008319907782880218;alk_mut
6131;foxo1_mut;190.13651985844655;0.0008490736428611041;ush2a_mut
6429;braf_mut;190.13651985844663;0.000849073642861127;ush2a_mut
3931;hdac9_mut;105.42464509991316;0.0008578520861006424;nf1_mut
1760;gldc_mut;37.92505627912059;0.0009255865865574651;fbxw7_mut
4799;ppp2r2a_mut;146.15688573932326;0.0009341279105900652;tbx3_mut
428;primary_tumor_laterality;34.64697493682319;0.0009590381443627973;prkcz_mut
873;ep300_mut;34.64569873577281;0.0009594694285134479;prkcz_mut
875;ep300_mut;34.61717760065724;0.0009691571283806713;prkce_mut
430;primary_tumor_laterality;34.589410841853805;0.000978679571795254;prkce_mut
5570;dtwd2_mut;85.39507379443994;0.0009895186508421536;usp9x_mut
850;ep300_mut;51.13347542534543;0.0010135005816030716;smarcc2_mut
4495;oncotree_code;189.0432680230608;0.0010163346669565065;ush2a_mut
4641;cancer_type_detailed;189.0432680230608;0.0010163346669565065;ush2a_mut
4349;tumor_other_histologic_subtype;189.0432680230608;0.0010163346669565065;ush2a_mut
4188;large1_mut;18.42154674170492;0.0010206353074517702;tumor_stage
1737;gldc_mut;53.949020501321044;0.0010303105659303046;pbrm1_mut
6268;nt5e_mut;428.1423011581701;0.0010460339960115025;tp53_mut
1957;kdm3a_mut;219.5387708714922;0.0010479092097073937;pik3ca_mut
268;3-gene_classifier_subtype;43.62864931846345;0.0010627267251410702;cdkn1b_mut
399;primary_tumor_laterality;52.38171139809588;0.0010722722839824881;chd1_mut
1598;ptprm_mut;50.92321939142757;0.00107874687260752;zfp36l1_mut
2608;nek1_mut;75.76523646146204;0.0010824765031049923;adgra2_mut
2855;type_of_breast_surgery;181.46748436913333;0.0010913279552510749;gata3_mut
514;neoplasm_histologic_grade;90.16950156133964;0.001097266222822218;shank2_mut
1823;sbno1_mut;177.72598686114483;0.0011212298577878894;dnah5_mut
4942;nf2_mut;158.47552203366152;0.0011292127808345796;herc2_mut
5242;clrn2_mut;158.40855793131266;0.0011426151257144354;akap9_mut
4944;nf2_mut;158.40855793131263;0.0011426151257144686;akap9_mut
586;neoplasm_histologic_grade;25.76516612705619;0.001152000349793211;prkg1_mut
2464;npnt_mut;72.81903764046552;0.0011585328048732953;ctcf_mut
2465;npnt_mut;72.80564645824438;0.0011624413973091773;asxl1_mut
895;myo1a_mut;18.090236769411696;0.0011849773706535517;cohort
993;myo1a_mut;52.026622692629964;0.0011894987449895889;chd1_mut
1465;myo3a_mut;41.730208470595116;0.0012059580848389937;map3k13_mut
2034;kdm3a_mut;59.00366463253336;0.0012134345381117902;l1cam_mut
1206;mutation_count;10.431637006996368;0.001238748985588783;overall_survival
6723;nr3c1_mut;211.38561144760283;0.001242459334075636;dnah11_mut
3901;hdac9_mut;211.21404539164206;0.0012754243329145024;dnah11_mut
2592;nek1_mut;86.89022387794927;0.0012839767811527252;map2k4_mut
2751;sik1_mut;79.00194566096148;0.0012970673784649144;setd1a_mut
6592;ccnd3_mut;104.74505712268385;0.0013028677194202698;cbfb_mut
2208;er_status_measured_by_ihc;30.515020939175102;0.0013146435504806156;or6a2_mut
2275;fam20c_mut;135.50211208110397;0.0013793310788348904;utrn_mut
1695;gldc_mut;108.17873830483899;0.0014006965091118077;stab2_mut
5;tumor_stage;21.58910728943092;0.0014369071009002244;pam50_+_claudin-low_subtype
3926;hdac9_mut;105.50744862437797;0.0014468784229008814;thada_mut
3777;taf4b_mut;105.50744862437796;0.0014468784229008816;thada_mut
6779;nr3c1_mut;69.10889879540608;0.0015017425991554012;kdm6a_mut
2612;nek1_mut;75.72666920421102;0.0015130563726849305;apc_mut
2896;type_of_breast_surgery;86.1717010760157;0.001514027098294065;ptprd_mut
2898;type_of_breast_surgery;86.1717010760157;0.001514027098294065;setd2_mut
814;ep300_mut;86.16450188566944;0.001516517898040537;setd2_mut
1920;sbno1_mut;28.44987215626751;0.0015287175038613836;gpr32_mut
1814;sbno1_mut;179.4074252774969;0.0015302178861100536;gata3_mut
925;myo1a_mut;180.49496761215426;0.0015546258033250194;dnah2_mut
1741;gldc_mut;53.912575165904;0.001559335149565837;arid5b_mut
1589;ptprm_mut;51.000356286864296;0.001601232444505633;chd1_mut
746;ep300_mut;17.36217967538341;0.0016435194076436703;cohort
1516;ptprm_mut;178.9357072006923;0.0016516584777415762;gata3_mut
427;primary_tumor_laterality;34.64697493682319;0.0016574775310934397;clk3_mut
723;cellularity;34.645698735772804;0.001658195266087976;clk3_mut
406;primary_tumor_laterality;52.26715631662233;0.0016690665030424758;erbb4_mut
4929;nf2_mut;317.29332390165376;0.0016749390954703671;ahnak2_mut
919;myo1a_mut;262.5457567167185;0.0016911237355165625;syne1_mut
279;3-gene_classifier_subtype;34.567901234567906;0.0017025185408150987;clk3_mut
2433;npnt_mut;108.45263071662939;0.0017122431928370129;col22a1_mut
5801;agtr2_mut;17.238266160370912;0.0017373767192827333;cohort
5711;ctnna1_mut;85.44621854178807;0.001785442693726444;map2k4_mut
1403;myo3a_mut;84.01060960950892;0.001845649181208593;lamb3_mut
1457;myo3a_mut;41.801080779862595;0.0018852719491160594;cdkn1b_mut
4072;prkacg_mut;111.70807848944835;0.0018859095425378418;pten_mut
448;neoplasm_histologic_grade;9.61472754019057;0.001930230980056708;chemotherapy
1067;fanca_mut;286.4495004748774;0.001982418341421187;kmt2c_mut
2609;nek1_mut;75.76523646146204;0.002052280042172424;ubr5_mut
2874;type_of_breast_surgery;128.43888459248436;0.00206858307595466;lama2_mut
5153;ldlrap1_mut;51.45795649779168;0.0020971875360941343;pbrm1_mut
1965;kdm3a_mut;206.71965020576133;0.002101581658604819;ahnak_mut
3632;flt3_mut;99.90128812878477;0.002120268894987509;runx1_mut
1522;ptprm_mut;178.3421300250438;0.002192810582561773;kmt2d_mut
2459;npnt_mut;72.85929767485048;0.002198285058376599;adgra2_mut
