;missing in:;chi2:;p_value;category
4547;oncotree_code;0.32444443434657855;1.0;kdm6a_mut
4550;oncotree_code;0.2913747232654283;1.0;foxo3_mut
4552;oncotree_code;0.2748929207372828;1.0;brca2_mut
4553;oncotree_code;0.2748929207372829;1.0;cacna2d3_mut
3388;ptpn22_mut;0.2471468512366937;1.0;smarcc1_mut
6043;magea8_mut;0.1951412882082939;1.0;lifr_mut
6044;magea8_mut;0.18311879916143692;1.0;ncoa3_mut
6047;magea8_mut;0.1771171777615786;1.0;pbrm1_mut
6048;magea8_mut;0.16513312991303392;1.0;chd1_mut
6049;magea8_mut;0.1651331299130339;1.0;jak1_mut
6050;magea8_mut;0.1651331299130339;1.0;setdb1_mut
6051;magea8_mut;0.1651331299130339;1.0;arid5b_mut
6052;magea8_mut;0.15915068301154944;1.0;egfr_mut
6054;magea8_mut;0.15915068301154942;1.0;smarcc2_mut
6055;magea8_mut;0.1531746071930272;1.0;erbb4_mut
6056;magea8_mut;0.1472048922854347;1.0;agmo_mut
6057;magea8_mut;0.14124152813838217;1.0;zfp36l1_mut
6058;magea8_mut;0.1412415281383822;1.0;smad4_mut
4523;oncotree_code;0.4919450316881959;1.0;ros1_mut
4525;oncotree_code;0.48348375490107476;1.0;arid1b_mut
4528;oncotree_code;0.4665886878783876;1.0;shank2_mut
4529;oncotree_code;0.44131458085931347;1.0;ptprd_mut
4531;oncotree_code;0.4413145808593134;1.0;setd2_mut
4533;oncotree_code;0.42451066593338493;1.0;thsd7a_mut
4534;oncotree_code;0.4161223112078134;1.0;afdn_mut
4535;oncotree_code;0.4077430054085912;1.0;erbb3_mut
6059;magea8_mut;0.135284504623065;1.0;casp8_mut
6060;magea8_mut;0.135284504623065;1.0;prkcq_mut
6061;magea8_mut;0.135284504623065;1.0;smarcc1_mut
6062;magea8_mut;0.135284504623065;1.0;palld_mut
6064;magea8_mut;0.12933381163220617;1.0;bcas3_mut
6065;magea8_mut;0.12338943907999929;1.0;cdkn1b_mut
6067;magea8_mut;0.1233894390799993;1.0;men1_mut
6068;magea8_mut;0.11745137690205174;1.0;brip1_mut
6069;magea8_mut;0.11151961505532737;1.0;nrg3_mut
4536;oncotree_code;0.39937273390133543;1.0;rb1_mut
4537;oncotree_code;0.37431597926013216;1.0;alk_mut
4538;oncotree_code;0.37431597926013227;1.0;adgra2_mut
4508;oncotree_code;0.7939831458553361;1.0;notch1_mut
4509;oncotree_code;0.7676369640897632;1.0;cbfb_mut
4511;oncotree_code;0.6804429596735155;1.0;col12a1_mut
4513;oncotree_code;0.6544710907416404;1.0;pten_mut
4515;oncotree_code;0.6372038967281843;1.0;atr_mut
4517;oncotree_code;0.6285844686443339;1.0;ncor1_mut
4518;oncotree_code;0.6199744658508977;1.0;stab2_mut
4521;oncotree_code;0.5599670607611317;1.0;nf1_mut
4522;oncotree_code;0.525882109236541;1.0;map2k4_mut
1552;ptprm_mut;1.2066463160614467;1.0;lamb3_mut
1554;ptprm_mut;1.185552107917581;1.0;erbb2_mut
1556;ptprm_mut;1.1644807413634757;1.0;shank2_mut
6094;foxo1_mut;0.0;1.0;cancer_type
6104;foxo1_mut;0.0;1.0;her2_status
1566;ptprm_mut;0.9341927062463282;1.0;adgra2_mut
1567;ptprm_mut;0.934192706246328;1.0;ubr5_mut
1570;ptprm_mut;0.8718593565035642;1.0;apc_mut
1574;ptprm_mut;0.8097266505904448;1.0;taf1_mut
1578;ptprm_mut;0.7271934844917187;1.0;foxo3_mut
1580;ptprm_mut;0.686059307591177;1.0;brca2_mut
1581;ptprm_mut;0.686059307591177;1.0;cacna2d3_mut
1586;ptprm_mut;0.6245227546411942;1.0;bap1_mut
1594;ptprm_mut;0.5427800062721886;1.0;map3k10_mut
4493;oncotree_code;1.2929684128178927;1.0;dnah2_mut
4494;oncotree_code;1.1999294159167104;1.0;kmt2d_mut
4497;oncotree_code;1.126254291508281;1.0;dnah5_mut
3448;tumor_size;97.80120937807793;1.0;ahnak2_mut
3454;tumor_size;37.904499285122824;1.0;dnah11_mut
3464;tumor_size;1.2872647048357828;1.0;tg_mut
3469;tumor_size;1.0732202243391016;1.0;arid1a_mut
6110;foxo1_mut;110.79648056096264;1.0;nottingham_prognostic_index
6114;foxo1_mut;0.0;1.0;radio_therapy
1486;ptprm_mut;0.0;1.0;cancer_type
1504;ptprm_mut;0.0;1.0;overall_survival
1527;ptprm_mut;2.493015065098957;1.0;pde4dip_mut
1541;ptprm_mut;1.633385036429405;1.0;pten_mut
1550;ptprm_mut;1.312461284087469;1.0;map2k4_mut
3471;tumor_size;1.0614537597457394;1.0;notch1_mut
4478;oncotree_code;0.0;1.0;radio_therapy
4482;oncotree_code;44.11227734185027;1.0;pik3ca_mut
3486;tumor_size;0.6576674910537877;1.0;ros1_mut
3493;tumor_size;0.5899810638664142;1.0;usp9x_mut
3496;tumor_size;0.5675163821289203;1.0;thsd7a_mut
3498;tumor_size;0.5451001678816905;1.0;erbb3_mut
3499;tumor_size;0.5339101870768739;1.0;rb1_mut
3502;tumor_size;0.5004125157978696;1.0;ubr5_mut
3509;tumor_size;0.43374064860628925;1.0;taf1_mut
1447;myo3a_mut;0.6380839607676669;1.0;erbb4_mut
6127;foxo1_mut;1.017489707535837;1.0;dnah11_mut
6128;foxo1_mut;0.998314843763337;1.0;cdh1_mut
6129;foxo1_mut;0.8597033902896863;1.0;dnah2_mut
6135;foxo1_mut;0.6641826431319036;1.0;pde4dip_mut
3512;tumor_size;0.40056541313709915;1.0;brca1_mut
3514;tumor_size;0.3895306809967402;1.0;usp28_mut
4461;oncotree_code;0.0;1.0;cancer_type
4463;oncotree_code;0.0;1.0;chemotherapy
4467;oncotree_code;0.0;1.0;er_status
3516;tumor_size;0.3674966222736924;1.0;cacna2d3_mut
3519;tumor_size;0.3564972578443355;1.0;lifr_mut
3520;tumor_size;0.33453376453638306;1.0;ncoa3_mut
3522;tumor_size;0.3235695980531443;1.0;l1cam_mut
3523;tumor_size;0.3235695980531443;1.0;pbrm1_mut
3524;tumor_size;0.3016763317172101;1.0;chd1_mut
3525;tumor_size;0.3016763317172101;1.0;jak1_mut
3526;tumor_size;0.3016763317172101;1.0;setdb1_mut
3527;tumor_size;0.3016763317172101;1.0;arid5b_mut
3528;tumor_size;0.29074719449996445;1.0;egfr_mut
3530;tumor_size;0.29074719449996445;1.0;smarcc2_mut
1419;myo3a_mut;1.1156634154937626;1.0;pik3r1_mut
1425;myo3a_mut;0.9890406721043896;1.0;taf1_mut
6141;foxo1_mut;0.5396355484859126;1.0;col6a3_mut
6142;foxo1_mut;0.5337769014400389;1.0;arid1a_mut
6143;foxo1_mut;0.5279247316158853;1.0;lama2_mut
6147;foxo1_mut;0.45243109849463964;1.0;col12a1_mut
6149;foxo1_mut;0.43516222823335426;1.0;pten_mut
1438;myo3a_mut;0.737822230310532;1.0;l1cam_mut
1337;myo3a_mut;0.0;1.0;cancer_type
6155;foxo1_mut;0.3893882597066223;1.0;myh9_mut
6163;foxo1_mut;0.31585173456464555;1.0;sf3b1_mut
6168;foxo1_mut;0.2878434956531959;1.0;setd1a_mut
6169;foxo1_mut;0.2822599957578895;1.0;thsd7a_mut
1344;myo3a_mut;0.0;1.0;er_status
1352;myo3a_mut;0.0;1.0;primary_tumor_laterality
1388;myo3a_mut;2.340074596824469;1.0;cbfb_mut
1392;myo3a_mut;1.9950982631699175;1.0;pten_mut
1401;myo3a_mut;1.6031059241761587;1.0;map2k4_mut
1418;myo3a_mut;1.1410697441996605;1.0;ubr5_mut
3531;tumor_size;0.2798296964064857;1.0;erbb4_mut
3532;tumor_size;0.2689238188538196;1.0;agmo_mut
3533;tumor_size;0.25802954329855;1.0;zfp36l1_mut
3535;tumor_size;0.24714685123669367;1.0;casp8_mut
3537;tumor_size;0.2471468512366937;1.0;smarcc1_mut
3538;tumor_size;0.24714685123669367;1.0;palld_mut
3544;tumor_size;0.214568091561073;1.0;brip1_mut
4427;tumor_other_histologic_subtype;0.18486950809817262;1.0;prkcq_mut
4428;tumor_other_histologic_subtype;0.18486950809817262;1.0;smarcc1_mut
4429;tumor_other_histologic_subtype;0.18486950809817262;1.0;palld_mut
4431;tumor_other_histologic_subtype;0.1767377439384231;1.0;bcas3_mut
4432;tumor_other_histologic_subtype;0.168614616809114;1.0;cdkn1b_mut
4435;tumor_other_histologic_subtype;0.16050011295701228;1.0;brip1_mut
4436;tumor_other_histologic_subtype;0.15239421865806926;1.0;nrg3_mut
6202;foxo1_mut;0.14460604921803932;1.0;map3k10_mut
6171;foxo1_mut;0.2711110655462261;1.0;erbb3_mut
6172;foxo1_mut;0.2655456157478433;1.0;rb1_mut
6175;foxo1_mut;0.24888521113072504;1.0;ubr5_mut
6176;foxo1_mut;0.2433436922917875;1.0;pik3r1_mut
6182;foxo1_mut;0.2157252856320615;1.0;taf1_mut
6185;foxo1_mut;0.1992252477165509;1.0;brca1_mut
6186;foxo1_mut;0.19373701240703767;1.0;foxo3_mut
6211;foxo1_mut;0.12292097880937987;1.0;palld_mut
6212;foxo1_mut;0.12292097880937988;1.0;dcaf4l2_mut
6213;foxo1_mut;0.11751411414983501;1.0;bcas3_mut
6214;foxo1_mut;0.11211299230989663;1.0;cdkn1b_mut
6216;foxo1_mut;0.11211299230989662;1.0;men1_mut
6217;foxo1_mut;0.10671760414494762;1.0;brip1_mut
6218;foxo1_mut;0.10132794052977573;1.0;nrg3_mut
6189;foxo1_mut;0.18277815109916484;1.0;cacna2d3_mut
6193;foxo1_mut;0.16638374139032358;1.0;ncoa3_mut
6194;foxo1_mut;0.1663837413903236;1.0;bap1_mut
6195;foxo1_mut;0.16093060262199685;1.0;l1cam_mut
6196;foxo1_mut;0.1609306026219968;1.0;pbrm1_mut
6197;foxo1_mut;0.15004176582767265;1.0;chd1_mut
6198;foxo1_mut;0.15004176582767265;1.0;jak1_mut
6199;foxo1_mut;0.15004176582767265;1.0;setdb1_mut
6201;foxo1_mut;0.14460604921803932;1.0;egfr_mut
6203;foxo1_mut;0.14460604921803935;1.0;smarcc2_mut
6204;foxo1_mut;0.13917612144398603;1.0;erbb4_mut
6205;foxo1_mut;0.133751973263093;1.0;agmo_mut
6208;foxo1_mut;0.12292097880937985;1.0;casp8_mut
6209;foxo1_mut;0.12292097880937987;1.0;prkcq_mut
6210;foxo1_mut;0.12292097880937985;1.0;smarcc1_mut
4412;tumor_other_histologic_subtype;0.25023621455262535;1.0;bap1_mut
4413;tumor_other_histologic_subtype;0.2420348555050782;1.0;l1cam_mut
4414;tumor_other_histologic_subtype;0.24203485550507825;1.0;pbrm1_mut
4415;tumor_other_histologic_subtype;0.22565836776941126;1.0;chd1_mut
4416;tumor_other_histologic_subtype;0.22565836776941128;1.0;jak1_mut
4418;tumor_other_histologic_subtype;0.22565836776941128;1.0;arid5b_mut
4420;tumor_other_histologic_subtype;0.2174832111320538;1.0;map3k10_mut
4421;tumor_other_histologic_subtype;0.2174832111320538;1.0;smarcc2_mut
4422;tumor_other_histologic_subtype;0.20931676073179675;1.0;erbb4_mut
4423;tumor_other_histologic_subtype;0.20115900266831496;1.0;agmo_mut
4424;tumor_other_histologic_subtype;0.19300992307085812;1.0;zfp36l1_mut
4425;tumor_other_histologic_subtype;0.19300992307085812;1.0;smad4_mut
4426;tumor_other_histologic_subtype;0.18486950809817262;1.0;casp8_mut
4395;tumor_other_histologic_subtype;0.36598169920644164;1.0;asxl2_mut
4396;tumor_other_histologic_subtype;0.3493400094270144;1.0;apc_mut
4398;tumor_other_histologic_subtype;0.3410325708394861;1.0;asxl1_mut
4399;tumor_other_histologic_subtype;0.3327340505971943;1.0;fancd2_mut
4401;tumor_other_histologic_subtype;0.32444443434657855;1.0;kdm6a_mut
4404;tumor_other_histologic_subtype;0.2913747232654283;1.0;foxo3_mut
4406;tumor_other_histologic_subtype;0.2748929207372828;1.0;brca2_mut
4407;tumor_other_histologic_subtype;0.2748929207372829;1.0;cacna2d3_mut
4409;tumor_other_histologic_subtype;0.26666523310431234;1.0;aff2_mut
4410;tumor_other_histologic_subtype;0.2666652331043123;1.0;lifr_mut
6243;nt5e_mut;0.0;1.0;cancer_type
6246;nt5e_mut;0.0;1.0;chemotherapy
4379;tumor_other_histologic_subtype;0.48348375490107476;1.0;arid1b_mut
4382;tumor_other_histologic_subtype;0.4665886878783876;1.0;shank2_mut
4383;tumor_other_histologic_subtype;0.44131458085931347;1.0;ptprd_mut
4385;tumor_other_histologic_subtype;0.4413145808593134;1.0;setd2_mut
4387;tumor_other_histologic_subtype;0.42451066593338493;1.0;thsd7a_mut
4388;tumor_other_histologic_subtype;0.4161223112078134;1.0;afdn_mut
4389;tumor_other_histologic_subtype;0.4077430054085912;1.0;erbb3_mut
4390;tumor_other_histologic_subtype;0.39937273390133543;1.0;rb1_mut
4391;tumor_other_histologic_subtype;0.37431597926013216;1.0;alk_mut
4392;tumor_other_histologic_subtype;0.37431597926013227;1.0;adgra2_mut
4393;tumor_other_histologic_subtype;0.37431597926013216;1.0;ubr5_mut
1293;mutation_count;0.6878999301502173;1.0;setdb1_mut
1294;mutation_count;0.6878999301502173;1.0;arid5b_mut
1298;mutation_count;0.6380839607676669;1.0;erbb4_mut
1280;mutation_count;0.8882305307935353;1.0;foxo3_mut
1282;mutation_count;0.8379871876375373;1.0;brca2_mut
1283;mutation_count;0.8379871876375373;1.0;cacna2d3_mut
1284;mutation_count;0.8379871876375373;1.0;arid2_mut
1285;mutation_count;0.8129057966660238;1.0;aff2_mut
1286;mutation_count;0.8129057966660238;1.0;lifr_mut
1288;mutation_count;0.7628233608766691;1.0;bap1_mut
1289;mutation_count;0.737822230310532;1.0;l1cam_mut
6255;nt5e_mut;0.0;1.0;hormone_therapy
6258;nt5e_mut;0.0;1.0;primary_tumor_laterality
6261;nt5e_mut;0.0;1.0;overall_survival
6289;nt5e_mut;0.5631351244347533;1.0;tbx3_mut
6291;nt5e_mut;0.5337769014400389;1.0;arid1a_mut
6292;nt5e_mut;0.5279247316158853;1.0;lama2_mut
6294;nt5e_mut;0.5104069782349747;1.0;cbfb_mut
6295;nt5e_mut;0.4929471347825961;1.0;ncor2_mut
6296;nt5e_mut;0.45243109849463964;1.0;col12a1_mut
6298;nt5e_mut;0.43516222823335426;1.0;pten_mut
6270;nt5e_mut;95.38231346088453;1.0;ahnak2_mut
6273;nt5e_mut;1.3812088479118492;1.0;gata3_mut
6279;nt5e_mut;0.7978411357503226;1.0;kmt2d_mut
6280;nt5e_mut;0.7916934646759859;1.0;ush2a_mut
1275;mutation_count;1.014310847086767;1.0;fancd2_mut
1276;mutation_count;0.9890406721043896;1.0;taf1_mut
1277;mutation_count;0.9890406721043896;1.0;kdm6a_mut
1278;mutation_count;0.9385815767215717;1.0;ctnna3_mut
1279;mutation_count;0.9133925692781939;1.0;brca1_mut
1259;mutation_count;1.3453091606937762;1.0;ptprd_mut
1260;mutation_count;1.3453091606937757;1.0;usp9x_mut
1261;mutation_count;1.345309160693776;1.0;setd2_mut
1262;mutation_count;1.3196826860958515;1.0;setd1a_mut
1263;mutation_count;1.2940838858765424;1.0;thsd7a_mut
1264;mutation_count;1.2685127152311344;1.0;afdn_mut
1265;mutation_count;1.2429691294515788;1.0;erbb3_mut
1266;mutation_count;1.2174530839262334;1.0;rb1_mut
1267;mutation_count;1.141069744199661;1.0;alk_mut
1268;mutation_count;1.14106974419966;1.0;adgra2_mut
1269;mutation_count;1.1410697441996605;1.0;ubr5_mut
1270;mutation_count;1.1156634154937626;1.0;pik3r1_mut
1271;mutation_count;1.1156634154937624;1.0;asxl2_mut
1272;mutation_count;1.0649326699423831;1.0;apc_mut
1273;mutation_count;1.0649326699423831;1.0;ctcf_mut
1274;mutation_count;1.039608165114238;1.0;asxl1_mut
6324;nt5e_mut;0.24888521113072504;1.0;ubr5_mut
6326;nt5e_mut;0.24334369229178754;1.0;asxl2_mut
6327;nt5e_mut;0.2322785208756179;1.0;apc_mut
6328;nt5e_mut;0.2322785208756179;1.0;ctcf_mut
6330;nt5e_mut;0.22123710720806056;1.0;fancd2_mut
6300;nt5e_mut;0.42368115484672314;1.0;atr_mut
6301;nt5e_mut;0.42368115484672314;1.0;thada_mut
6302;nt5e_mut;0.41795003916548645;1.0;ncor1_mut
6303;nt5e_mut;0.41222519042321226;1.0;stab2_mut
6304;nt5e_mut;0.3893882597066223;1.0;myh9_mut
6306;nt5e_mut;0.3723258633501507;1.0;nf1_mut
6307;nt5e_mut;0.34966254992883705;1.0;map2k4_mut
6308;nt5e_mut;0.32709755890848363;1.0;ros1_mut
6311;nt5e_mut;0.31585173456464555;1.0;erbb2_mut
6312;nt5e_mut;0.31585173456464555;1.0;sf3b1_mut
6313;nt5e_mut;0.3102379554390264;1.0;shank2_mut
1247;mutation_count;1.9161851445978701;1.0;ncor1_mut
1248;mutation_count;1.8899382990731775;1.0;stab2_mut
1249;mutation_count;1.7852372982676397;1.0;myh9_mut
1250;mutation_count;1.7330579711631908;1.0;runx1_mut
1251;mutation_count;1.7070109377801685;1.0;nf1_mut
1252;mutation_count;1.6031059241761587;1.0;map2k4_mut
1253;mutation_count;1.4996516915422307;1.0;ros1_mut
1254;mutation_count;1.4738582243272669;1.0;lamb3_mut
1255;mutation_count;1.4738582243272673;1.0;arid1b_mut
1256;mutation_count;1.4480927023638919;1.0;erbb2_mut
1258;mutation_count;1.422355080261873;1.0;shank2_mut
6320;nt5e_mut;0.2711110655462261;1.0;erbb3_mut
6321;nt5e_mut;0.2655456157478433;1.0;rb1_mut
6322;nt5e_mut;0.24888521113072504;1.0;alk_mut
6323;nt5e_mut;0.24888521113072504;1.0;adgra2_mut
6362;nt5e_mut;0.11751411414983501;1.0;bcas3_mut
6331;nt5e_mut;0.2157252856320615;1.0;taf1_mut
6332;nt5e_mut;0.2157252856320615;1.0;kdm6a_mut
6333;nt5e_mut;0.20471936537902177;1.0;ctnna3_mut
6334;nt5e_mut;0.1992252477165509;1.0;brca1_mut
6335;nt5e_mut;0.19373701240703767;1.0;foxo3_mut
6336;nt5e_mut;0.19373701240703764;1.0;usp28_mut
6338;nt5e_mut;0.18277815109916484;1.0;cacna2d3_mut
6341;nt5e_mut;0.17730750627738337;1.0;lifr_mut
6342;nt5e_mut;0.16638374139032358;1.0;ncoa3_mut
6343;nt5e_mut;0.1663837413903236;1.0;bap1_mut
6344;nt5e_mut;0.16093060262199685;1.0;l1cam_mut
6345;nt5e_mut;0.1609306026219968;1.0;pbrm1_mut
1243;mutation_count;1.9950982631699175;1.0;pten_mut
1245;mutation_count;1.9424607223015715;1.0;atr_mut
1246;mutation_count;1.9424607223015715;1.0;thada_mut
6347;nt5e_mut;0.15004176582767265;1.0;jak1_mut
6348;nt5e_mut;0.15004176582767265;1.0;setdb1_mut
6349;nt5e_mut;0.15004176582767265;1.0;arid5b_mut
6350;nt5e_mut;0.14460604921803932;1.0;egfr_mut
6351;nt5e_mut;0.14460604921803932;1.0;map3k10_mut
6352;nt5e_mut;0.14460604921803935;1.0;smarcc2_mut
6353;nt5e_mut;0.13917612144398603;1.0;erbb4_mut
6354;nt5e_mut;0.133751973263093;1.0;agmo_mut
6355;nt5e_mut;0.1283335954526051;1.0;zfp36l1_mut
6356;nt5e_mut;0.12833359545260506;1.0;smad4_mut
6357;nt5e_mut;0.12292097880937985;1.0;casp8_mut
6359;nt5e_mut;0.12292097880937985;1.0;smarcc1_mut
6360;nt5e_mut;0.12292097880937987;1.0;palld_mut
6361;nt5e_mut;0.12292097880937988;1.0;dcaf4l2_mut
4394;tumor_other_histologic_subtype;0.36598169920644164;1.0;pik3r1_mut
4363;tumor_other_histologic_subtype;0.7676369640897632;1.0;cbfb_mut
4365;tumor_other_histologic_subtype;0.6804429596735155;1.0;col12a1_mut
4367;tumor_other_histologic_subtype;0.6544710907416404;1.0;pten_mut
4369;tumor_other_histologic_subtype;0.6372038967281843;1.0;atr_mut
4371;tumor_other_histologic_subtype;0.6285844686443339;1.0;ncor1_mut
4372;tumor_other_histologic_subtype;0.6199744658508977;1.0;stab2_mut
4375;tumor_other_histologic_subtype;0.5599670607611317;1.0;nf1_mut
4376;tumor_other_histologic_subtype;0.525882109236541;1.0;map2k4_mut
4377;tumor_other_histologic_subtype;0.4919450316881959;1.0;ros1_mut
3570;flt3_mut;0.0;1.0;cancer_type
3600;flt3_mut;2.6368266101302797;1.0;gata3_mut
6392;braf_mut;0.0;1.0;cancer_type
6363;nt5e_mut;0.11211299230989663;1.0;cdkn1b_mut
6365;nt5e_mut;0.11211299230989662;1.0;men1_mut
6366;nt5e_mut;0.10671760414494762;1.0;brip1_mut
6367;nt5e_mut;0.10132794052977573;1.0;nrg3_mut
6371;nt5e_mut;0.09594399235852237;1.0;map3k13_mut
3607;flt3_mut;1.5113995235984097;1.0;ush2a_mut
4347;tumor_other_histologic_subtype;1.2929684128178927;1.0;dnah2_mut
4348;tumor_other_histologic_subtype;1.1999294159167104;1.0;kmt2d_mut
4351;tumor_other_histologic_subtype;1.126254291508281;1.0;dnah5_mut
4362;tumor_other_histologic_subtype;0.7939831458553361;1.0;notch1_mut
3614;flt3_mut;1.1427333206390253;1.0;birc6_mut
3616;flt3_mut;1.0750652831781977;1.0;tbx3_mut
3619;flt3_mut;1.0078461215877579;1.0;lama2_mut
3621;flt3_mut;0.9744034757964878;1.0;cbfb_mut
3627;flt3_mut;0.8088376678150757;1.0;atr_mut
3628;flt3_mut;0.8088376678150757;1.0;thada_mut
3629;flt3_mut;0.7978965575283389;1.0;ncor1_mut
3630;flt3_mut;0.7869674112769074;1.0;stab2_mut
3634;flt3_mut;0.6675308499596355;1.0;map2k4_mut
1233;mutation_count;2.608828036984785;1.0;utrn_mut
1234;mutation_count;2.581818539837227;1.0;tbx3_mut
1235;mutation_count;2.4740794942148647;1.0;col6a3_mut
1236;mutation_count;2.447219220534401;1.0;arid1a_mut
1237;mutation_count;2.420388643121134;1.0;lama2_mut
1238;mutation_count;2.420388643121134;1.0;notch1_mut
1239;mutation_count;2.340074596824469;1.0;cbfb_mut
1240;mutation_count;2.260026051507297;1.0;ncor2_mut
1241;mutation_count;2.0742712493113578;1.0;col12a1_mut
1242;mutation_count;2.0214603210554625;1.0;col22a1_mut
1220;mutation_count;4.694280078895464;1.0;ahnak_mut
1221;mutation_count;4.664908433204912;1.0;dnah11_mut
1222;mutation_count;4.5769969948332;1.0;cdh1_mut
1223;mutation_count;3.9415018802791812;1.0;dnah2_mut
1224;mutation_count;3.657880580957505;1.0;kmt2d_mut
1225;mutation_count;3.629695212175056;1.0;ush2a_mut
1226;mutation_count;3.517272395821773;1.0;ryr2_mut
6405;braf_mut;0.0;1.0;inferred_menopausal_state
6407;braf_mut;0.0;1.0;primary_tumor_laterality
6408;braf_mut;88.70425903691668;1.0;nottingham_prognostic_index
1227;mutation_count;3.4332883647000685;1.0;dnah5_mut
1228;mutation_count;3.321751014058708;1.0;herc2_mut
1229;mutation_count;3.0450934198026975;1.0;pde4dip_mut
1230;mutation_count;3.0175979588402653;1.0;akap9_mut
1231;mutation_count;2.935295903065564;1.0;tg_mut
1232;mutation_count;2.744326432524711;1.0;birc6_mut
6423;braf_mut;1.166737435797131;1.0;map3k1_mut
6424;braf_mut;1.023896124212914;1.0;ahnak_mut
1188;mutation_count;0.0;1.0;cancer_type
1195;mutation_count;0.0;1.0;er_status
1212;mutation_count;33.03966616722391;1.0;pik3ca_mut
1213;mutation_count;24.395859932467907;1.0;tp53_mut
1214;mutation_count;9.521616143435388;1.0;muc16_mut
1215;mutation_count;8.997972909315804;1.0;ahnak2_mut
1216;mutation_count;6.458021020895271;1.0;kmt2c_mut
1217;mutation_count;6.395165379339101;1.0;syne1_mut
1218;mutation_count;6.332459930474821;1.0;gata3_mut
1219;mutation_count;5.349167921086038;1.0;map3k1_mut
3635;flt3_mut;0.6244526660414159;1.0;ros1_mut
3638;flt3_mut;0.6029835819651636;1.0;erbb2_mut
3640;flt3_mut;0.5922664755665146;1.0;shank2_mut
4332;tumor_other_histologic_subtype;0.0;1.0;radio_therapy
4336;tumor_other_histologic_subtype;44.11227734185027;1.0;pik3ca_mut
3644;flt3_mut;0.5495138479881115;1.0;setd1a_mut
3650;flt3_mut;0.4751396927188471;1.0;adgra2_mut
3651;flt3_mut;0.4751396927188471;1.0;ubr5_mut
3655;flt3_mut;0.44343633168328817;1.0;ctcf_mut
3656;flt3_mut;0.4328912466843499;1.0;asxl1_mut
3658;flt3_mut;0.4118350200931227;1.0;taf1_mut
6433;braf_mut;0.6641826431319036;1.0;pde4dip_mut
6437;braf_mut;0.5690263194596641;1.0;utrn_mut
6438;braf_mut;0.5631351244347533;1.0;tbx3_mut
6442;braf_mut;0.5279247316158853;1.0;notch1_mut
1134;fanca_mut;0.8570701634210786;1.0;cacna2d3_mut
1139;fanca_mut;0.7801946762589103;1.0;bap1_mut
1145;fanca_mut;0.703565059524766;1.0;arid5b_mut
6443;braf_mut;0.5104069782349747;1.0;cbfb_mut
6444;braf_mut;0.4929471347825961;1.0;ncor2_mut
6446;braf_mut;0.44091220659886265;1.0;col22a1_mut
6449;braf_mut;0.42368115484672314;1.0;atr_mut
6450;braf_mut;0.42368115484672314;1.0;thada_mut
6451;braf_mut;0.41795003916548645;1.0;ncor1_mut
6452;braf_mut;0.41222519042321226;1.0;stab2_mut
6458;braf_mut;0.3214715990876909;1.0;lamb3_mut
3661;flt3_mut;0.3803352660120847;1.0;brca1_mut
3663;flt3_mut;0.3698578317495839;1.0;usp28_mut
3665;flt3_mut;0.34893658066071864;1.0;cacna2d3_mut
3666;flt3_mut;0.34893658066071864;1.0;arid2_mut
3667;flt3_mut;0.3384927278990937;1.0;aff2_mut
3668;flt3_mut;0.33849272789909357;1.0;lifr_mut
3670;flt3_mut;0.3176384783910973;1.0;bap1_mut
3671;flt3_mut;0.3072280459392667;1.0;l1cam_mut
3672;flt3_mut;0.3072280459392666;1.0;pbrm1_mut
3673;flt3_mut;0.28644047666178396;1.0;chd1_mut
4315;tumor_other_histologic_subtype;0.0;1.0;cancer_type
4317;tumor_other_histologic_subtype;0.0;1.0;chemotherapy
4321;tumor_other_histologic_subtype;0.0;1.0;er_status
3676;flt3_mut;0.28644047666178396;1.0;arid5b_mut
3681;flt3_mut;0.25534209601303237;1.0;agmo_mut
3682;flt3_mut;0.2449980247192279;1.0;zfp36l1_mut
6463;braf_mut;0.2934330317646052;1.0;ptprd_mut
6464;braf_mut;0.29343303176460517;1.0;usp9x_mut
6465;braf_mut;0.2934330317646052;1.0;setd2_mut
6468;braf_mut;0.27668252230607515;1.0;afdn_mut
6469;braf_mut;0.2711110655462261;1.0;erbb3_mut
6472;braf_mut;0.24888521113072504;1.0;adgra2_mut
6474;braf_mut;0.2433436922917875;1.0;pik3r1_mut
1107;fanca_mut;1.481069242314865;1.0;erbb2_mut
1111;fanca_mut;1.3759450731678937;1.0;usp9x_mut
1114;fanca_mut;1.3235532761254234;1.0;thsd7a_mut
1119;fanca_mut;1.1670546358747729;1.0;adgra2_mut
6500;braf_mut;0.14460604921803932;1.0;map3k10_mut
6502;braf_mut;0.13917612144398603;1.0;erbb4_mut
6503;braf_mut;0.133751973263093;1.0;agmo_mut
6475;braf_mut;0.24334369229178754;1.0;asxl2_mut
6476;braf_mut;0.2322785208756179;1.0;apc_mut
6478;braf_mut;0.2267548491079865;1.0;asxl1_mut
6481;braf_mut;0.2157252856320615;1.0;kdm6a_mut
6482;braf_mut;0.20471936537902177;1.0;ctnna3_mut
6483;braf_mut;0.1992252477165509;1.0;brca1_mut
6485;braf_mut;0.19373701240703764;1.0;usp28_mut
6486;braf_mut;0.18277815109916484;1.0;brca2_mut
6487;braf_mut;0.18277815109916484;1.0;cacna2d3_mut
6488;braf_mut;0.18277815109916484;1.0;arid2_mut
